rank	word	english	ipa
121	vida	life	[ˈbi.ðə]
122	pel	contraction of per + el	[pəl]
123	déu	god	[ˈdew]
124	gent	people, folk	[ˈʒen]
125	sempre	always	[ˈsem.pɾə]
126	després	later	[dəsˈpɾes]
127	vol	to want	[ˈbɔl]
128	algú	someone, somebody	[əlˈɣu]
129	als	to the, at the, toward the	/əls/
130	sap	to know, to have knowledge	[ˈsap]
131	anys	year	[ˈaɲs]
132	havia	auxiliary verb to form compound tenses or perfect tenses,…	[əˈβi.ə]
133	abans	before	[əˈβans]
134	passa	to pass, to pass by, to go by	[ˈpa.sə]
135	coses	thing	[ˈkɔ.zəs]
136	nosaltres	we	[nuˈzal.tɾəs]
137	mateix	same	[məˈteʃ]
138	mare	mother	[ˈma.ɾə]
139	sense	without	[ˈsen.sə]
140	sembla	to seem, look	[ˈsɛm.blə]
141	millor	good	[miˈʎo]
142	altre	other	[ˈal.tɾə]
143	estava	to be; to currently be in a state or have a characteristic	[əsˈta.βə]
144	tant	so much, as much	[ˈtan]
145	parlar	to speak	[pərˈla]
146	llavors	then, at that time	[ʎəˈβɔs]
147	tenim	to have, possess	/təˈnim/
148	allà	there, over there	[əˈʎa]
149	vostè	you	[busˈtɛ]
150	hauria	auxiliary verb to form compound tenses or perfect tenses,…	/əwˈɾiə/
151	ningú	no one, nobody	[niŋˈɡu]
152	dona	to give	[ˈdɔ.nə]
153	sigui	to be, to exist	[ˈsi.ɣi]
154	estar	to be; to currently be in a state or have a characteristic	[əsˈta]
155	veritat	truth	[bə.ɾiˈtat]
156	mica	a bit, a small piece	[ˈmi.kə]
157	bona	good	[ˈbɔ.nə]
158	gran	big, large	[ˈɡɾan]
159	haver	auxiliary verb to form compound tenses or perfect tenses,…	[əˈβɛ]
160	mort	to die	[ˈmɔrt]
161	lloc	place; location	[ˈʎɔk]
162	mira	to look, to look at, to watch	[ˈmi.ɾə]
163	anem	to go	/əˈnɛm/
164	sento	to sense	[ˈsen.tu]
165	fora	out, outside	[ˈfɔ.ɾə]
166	doncs	then	[ˈdɔns]
167	me	poo	/mə/
168	plau	clipping of si us plau	[ˈplaw]
169	fill	son	[ˈfiʎ]
170	podria	to be able; can	[puˈðɾi.ə]
171	vist	to see	[ˈbist]
172	oi	aversion, revulsion, nausea	[ˈɔj]
173	oh	oh	/ˈɔ/
174	vegada	time, occasion	[bəˈɣa.ðə]
175	moment	moment	[muˈmen]
176	podem	to be able; can	[puˈðɛm]
177	seus	his, her/hers, its	[ˈsews]
178	diu	to say, to pronounce	[ˈdiw]
179	estem	to be; to currently be in a state or have a characteristic	/əsˈtɛm/
180	tenir	to have, possess	[təˈni]
181	passat	to pass, to pass by, to go by	[pəˈsat]
182	altra	other	[ˈal.tɾə]
183	bon	good; alternative form of bo	[ˈbɔn]
184	estan	to be; to currently be in a state or have a characteristic	[əsˈtan]
185	des	from	/des/
186	segur	safe	[səˈɣu]
187	prou	enough, an adequate number or amount	[ˈpɾɔw]
188	ells	they	[ˈeʎs]
189	te	you, thee	[ˈte]
190	clar	clear	[ˈkla]
191	merda	dung, excrement, shit	[ˈmɛr.də]
192	tota	all	[ˈto.tə]
193	massa	too	[ˈma.sə]
194	homes	man	[ˈɔ.məs]
195	serà	to be, to exist	[səˈɾa]
196	nostre	our, ours	[ˈnɔs.tɾə]
197	ei	hey	[ˈej]
198	meus	my, mine	[ˈmews]
199	manera	way; manner; method; style	[məˈne.ɾə]
200	aquests	this	[əˈkɛts]
201	cop	hit, blow, strike	[ˈkɔp]
202	tenia	to have, possess	[təˈni.ə]
203	deixa	to leave away	/ˈdeʃə/
204	passar	to pass, to pass by, to go by	[pəˈsa]
205	saber	to know, to have knowledge	[səˈβɛ]
206	fas	fa	[ˈfas]
207	porta	to carry	[ˈpɔr.tə]
208	món	planet	[ˈmon]
209	volia	to want	/buˈliə/
210	espera	to wait, wait for, await	[əsˈpe.ɾə]
211	tornar	to return, to go/come back	[turˈna]
212	tres	three	[ˈtɾɛs]
213	som	to be, to exist	[ˈsom]
214	quin	which, what	[ˈkin]
215	primer	first; before anything else	[pɾiˈme]
216	quina	which, what	[ˈki.nə]
217	aquestes	this	[əˈkɛs.təs]
218	feina	work, job	[ˈfɛj.nə]
219	nou	nine	[ˈnɔw]
220	matar	to kill	[məˈta]
221	trobar	to find	[tɾuˈβa]
222	nom	name	[ˈnɔm]
223	nostra	our, ours	[ˈnɔs.tɾə]
224	cada	each	[ˈka.ðə]
225	sentit	to sense	[sənˈtit]
226	nostres	our, ours	[ˈnɔs.tɾəs]
227	agrada	to like	/əˈɣɾaðə/
228	rei	king	[ˈrej]
229	diners	money	[diˈnes]
230	part	birthing	/ˈpar/
231	raó	reason, motive	[rəˈo]
232	totes	all	[ˈto.təs]
233	escolta	to listen to, to pay attention to	[əsˈkol.tə]
234	deixar	to leave away	[dəˈʃa]
235	germà	brother	[ʒərˈma]
236	vam	first-person plural present indicative of anar used to form…	[ˈbam]
237	amic	friend	[əˈmik]
238	altres	other	[ˈal.tɾəs]
239	qualsevol	any	[ˌkwal.səˈβɔl]
240	mal	badly, poorly	[ˈmal]
241	creus	to take as true	[ˈkɾɛws]
242	uns	an; the indefinite article	[uns]
243	necessito	to need	/nəsəˈsitu/
244	hora	hour	[ˈɔ.ɾə]
245	fent	to make, produce	[ˈfen]
246	avui	today	[əˈβuj]
247	família	family	[fəˈmi.li.ə]
248	dins	in, within, inside	[ˈdins]
249	sol	sun	[ˈsɔl]
250	policia	police	[pu.liˈsi.ə]
251	heu	auxiliary verb to form compound tenses or perfect tenses,…	[ˈɛw]
252	ben	alternative form of bé	[ˈben]
253	amor	love	[əˈmor]
254	seves	his, her/hers, its	[ˈse.βəs]
255	poder	maybe	[puˈðɛ]
256	noi	boy, young man	[ˈnɔj]
257	morir	to die	[muˈɾi]
258	durant	for, during	[duˈɾan]
259	noia	girl, young woman	[ˈnɔ.jə]
260	greu	heavy, weighty	[ˈɡɾew]
261	debò	only used in de debò	[dəˈβɔ]
262	tothom	everyone, everybody	[tuˈtɔm]
263	terra	earth	[ˈtɛ.rə]
264	punt	point	[ˈpun]
265	idea	An idea, a mental representation of a real or imaginary…	[iˈðe.ə]
266	donar	to give	[duˈna]
267	teus	your, yours	[ˈtews]
268	cotxe	carriage	[ˈko.t͡ʃə]
269	problema	problem	[pɾuˈβlɛ.mə]
270	deu	ten	[ˈdɛw]
271	sortir	to go out, to leave	[surˈti]
272	aquell	that	[əˈkɛʎ]
273	entre	between	[ˈen.tɾə]
274	venir	to come	[bəˈni]
275	algun	some	[əlˈɣun]
276	guerra	war	[ˈɡɛ.rə]
277	trobat	to find	[tɾuˈβat]
278	dic	to say, to pronounce	[ˈdik]
279	ciutat	city	[siwˈtat]
280	bo	good	[ˈbɔ]
281	tenen	to have, possess	[ˈte.nən]
282	collons	the fuck	[kuˈʎons]
283	sang	blood	[ˈsaŋ]
284	pensar	to think	[pənˈsa]
285	vosaltres	you	[buˈzal.tɾəs]
286	dues	two	[ˈdu.əs]
287	dius	to say, to pronounce	[ˈdiws]
288	faré	to make, produce	/fəˈɾe/
289	amics	friend	[əˈmiks]
290	seria	to be, to exist	[səˈɾi.ə]
291	dies	day	[ˈdi.əs]
292	contra	against	[ˈkɔn.tɾə]
293	nois	boy, young man	[ˈnɔjs]
294	sabia	to know, to have knowledge	/səˈβiə/
295	demà	tomorrow	[dəˈma]
296	vegades	time, occasion	[vəˈɣa.ðəs]
297	acabat	to finish, complete	[ə.kəˈβat]
298	pas	used to intensify negation: at all, ever	[ˈpas]
299	pensava	to think	/pənˈsaβə/
300	ajuda	to help, aid	[əˈʒu.ðə]
301	menjar	to eat something solid	[məɲˈʒa]
302	cal	contraction of ca + el	[ˈkal]
303	cas	contraction of ca + es	[ˈkas]
304	por	fear	[ˈpɔr]
305	nova	new	[ˈnɔ.βə]
306	veig	to see	/ˈbɛtʃ/
307	quant	how many; how much	[ˈkwan]
308	arribar	to arrive	[ə.riˈβa]
309	aviat	soon	[ə.βiˈat]
310	tard	late	[ˈtart]
311	filla	daughter	[ˈfi.ʎə]
312	vingut	to come	[biŋˈɡut]
313	anat	to go	[əˈnat]
314	senyora	lord, master	[səˈɲo.ɾə]
315	entenc	to understand	[ənˈteŋ]
316	mentre	while	[ˈmen.tɾə]
317	importa	to matter	/imˈpɔrtə/
318	hauries	auxiliary verb to form compound tenses or perfect tenses,…	/əwˈɾiəs/
319	sentir	to sense	[sənˈti]
320	agradaria	to like	/əɣɾəðəˈɾiə/
321	sols	only, just	[ˈsɔls]
322	començar	to begin, to start something	[ku.mənˈsa]
323	vine	to come	[ˈbi.nə]
324	ah	ah	/ˈa/
325	faig	to make, produce	[ˈfat͡ʃ]
326	capità	captain	[kə.piˈta]
327	mà	hand	[ˈma]
328	realment	really; in a real way	[reˌalˈmen]
329	favor	favour	[fəˈβor]
330	suposo	to suppose	[suˈpɔ.zu]
331	cara	expensive	[ˈka.ɾə]
332	sort	luck	[ˈsɔrt]
333	queda	to remain, to be left	/ˈkeðə/
334	ulls	eye	/ˈuʎs/
335	puta	whore, slut	[ˈpu.tə]
336	compte	count	[ˈkom.tə]
337	veus	voice	[ˈbɛws]
338	poden	to be able; can	[ˈpɔ.ðən]
339	aigua	water	[ˈaj.ɣwə]
340	sota	under, underneath, below, beneath	[ˈso.tə]
341	penso	to think	[ˈpɛn.su]
342	tingut	to have, possess	[tiŋˈɡut]
343	persona	person	[pərˈso.nə]
344	camí	road; way; path	[kəˈmi]
345	moltes	much, many	[ˈmol.təs]
346	fos	to be, to exist	[ˈfos]
347	davant	ahead; in front	[dəˈβan]
348	vostre	your, yours	[ˈbɔs.tɾə]
349	història	history	[isˈtɔ.ɾi.ə]
350	penses	to think	[ˈpɛn.səs]
351	cinc	five	[ˈsiŋ]
352	cert	true	[ˈsɛrt]
353	pels	contraction of per + els	/pəls/
354	entrar	to enter	[ənˈtɾa]
355	hagi	auxiliary verb to form compound tenses or perfect tenses,…	[ˈa.ʒi]
356	menys	less	[ˈmɛɲs]
357	primera	first	[pɾiˈme.ɾə]
358	mes	but	/məs/
359	fills	son	[ˈfiʎs]
360	molts	much, many	[ˈmols]
361	portar	to carry	[purˈta]
362	petit	small, little	[pəˈtit]
363	costat	side	[kusˈtat]
364	unes	an; the indefinite article	[ˈu.nəs]
365	posar	to put, to place	[puˈza]
366	ajudar	to help, aid	[ə.ʒuˈða]
367	cor	heart	[ˈkɔr]
368	adéu	superseded spelling of adeu, deprecated in the 2016…	[əˈðew]
369	important	to matter	[im.purˈtan]
370	dones	woman	[ˈdɔ.nəs]
371	tal	like that, in that way	[ˈtal]
372	val	voucher	[ˈbal]
373	espero	to wait, wait for, await	/əsˈpeɾu/
374	veu	to see	[ˈbew]
375	viu	to see	[ˈbiw]
376	gaire	not much, hardly any	[ˈɡaj.ɾə]
377	aquella	that	/əˈkɛʎə/
378	dóna	superseded spelling of dona, deprecated in the 2016…	[ˈdo.nə]
379	nens	boy, male child	[ˈnɛns]
380	diuen	to say, to pronounce	/ˈdiwən/
381	hagués	auxiliary verb to form compound tenses or perfect tenses,…	/əˈɣes/
382	sou	your, yours	[ˈsɔw]
383	persones	person	/pərˈsonəs/
384	prendre	to take	[ˈpɛn.dɾə]
385	just	justly	[ˈʒust]
386	mans	hand	[ˈmans]
387	perdut	to lose	[pərˈdut]
388	fan	to make, produce	/ˈfan/
389	poc	little, not much	[ˈpɔk]
390	creure	to take as true	[ˈkɾɛw.ɾə]
391	sabem	to know, to have knowledge	/səˈβɛm/
392	nen	boy, male child	[ˈnɛn]
393	junts	joint	[ˈʒuns]
394	endavant	forward	[ən.dəˈβan]
395	fem	to make, produce	[ˈfem]
396	única	only	/ˈunikə/
397	hores	hour	[ˈɔ.ɾəs]
398	marxar	to go, leave, depart	[mərˈʃa]
399	vostra	your, yours	[ˈbɔs.tɾə]
400	eren	to be, to exist	[ˈe.ɾən]
401	malament	badly	[ˌma.ləˈmen]
402	tornat	to return, to go/come back	[turˈnat]
403	vés	superseded spelling of ves, deprecated in the 2016…	[ˈbes]
404	únic	only	[ˈu.nik]
405	podia	to be able; can	/puˈðiə/
406	perdre	to lose	[ˈpɛr.dɾə]
407	aleshores	then, back then, in those times	[ə.ləˈzɔ.ɾəs]
408	minuts	minute	/miˈnuts/
409	any	year	[ˈaɲ]
410	sent	to be, to exist	[ˈsen]
411	tipus	type, sort, kind	[ˈti.pus]
412	mateixa	serves as an intensifier in the same manner that in English…	/məˈteʃə/
413	hauríem	auxiliary verb to form compound tenses or perfect tenses,…	/əwˈɾiəm/
414	meves	my, mine	[ˈme.βəs]
415	farà	to make, produce	/fəˈɾa/
416	treball	work	[tɾəˈβaʎ]
417	servir	to serve	[sərˈbi]
418	força	much, a lot of, very, quite	[ˈfɔr.sə]
419	paio	dude, man	[ˈpa.ju]
420	matí	to kill	[məˈti]
421	col	cabbage	[ˈkɔl]
422	marit	husband	[məˈɾit]
423	forma	form; shape	[ˈfor.mə]
424	faci	to make, produce	[ˈfa.si]
425	problemes	problem	/pɾuˈβleməs/
426	deixat	to leave away	[dəˈʃat]
427	quatre	four	[ˈkwa.tɾə]
428	habitació	habitation	[ə.βi.tə.siˈo]
429	parla	to speak	[ˈpar.lə]
430	viure	to live, to be alive	[ˈbiw.ɾə]
431	ve	to come	[ˈbe]
432	doctor	doctor	[dukˈto]
433	treure	to take out, take off, take down	[ˈtɾɛw.ɾə]
434	quants	how many; how much	/ˈkwans/
435	setmana	week	[səmˈma.nə]
436	reina	queen	[ˈrej.nə]
437	estimo	to love	[əsˈti.mu]
438	fes	to make, produce	[ˈfes]
439	cos	body	[ˈkɔs]
440	ràpid	rapidly, quickly	[ˈra.pit]
441	necessitem	to need	/nəsəsiˈtɛm/
442	exactament	exactly	[əɡˌzak.təˈmen]
443	nord	north	[ˈnɔrt]
444	podries	to be able; can	/puˈðɾiəs/
445	parlant	to speak	[pərˈlan]
446	necessita	to need	/nəsəˈsitə/
447	digui	to say, to pronounce	[ˈdi.ɣi]
448	eres	small section of arable land destined for cultivation	[ˈe.ɾəs]
449	oportunitat	opportunity, chance	[u.pur.tu.niˈtat]
450	pugui	to be able; can	[ˈpu.ɣi]
451	set	seven	[ˈsɛt]
452	facis	to make, produce	/ˈfasis/
453	torna	to return, to go/come back	[ˈtor.nə]
454	tranquil	tranquil, calm	[tɾəŋˈkil]
455	final	end	[fiˈnal]
456	vell	old	[ˈbeʎ]
457	conec	to know	/kuˈnɛk/
458	nena	boy, male child	[ˈnɛ.nə]
459	poble	a people	[ˈpɔb.blə]
460	haurà	auxiliary verb to form compound tenses or perfect tenses,…	[əwˈɾa]
461	demanar	to ask for; to request	[də.məˈna]
462	germana	sister	[ʒərˈma.nə]
463	buscar	to seek, to search for, to look for	[busˈka]
464	foc	fire	[ˈfɔk]
465	culpa	fault, blame	[ˈkul.pə]
466	acabar	to finish, complete	[ə.kəˈβa]
467	prop	near, nearby	[ˈpɾɔp]
468	alguns	some	/əlˈɣuns/
469	fort	strongly	[ˈfɔrt]
470	seguretat	security, safety	[sə.ɣu.ɾəˈtat]
471	ahir	yesterday	[əˈi]
472	arribat	to arrive	[ə.riˈβat]
473	possible	possible	[puˈsib.blə]
474	genial	genius	[ʒə.niˈal]
475	llit	bed	[ˈʎit]
476	realitat	reality	[re.ə.liˈtat]
477	jove	young	[ˈʒo.βə]
478	tampoc	neither, not either	[təmˈpɔk]
479	telèfon	telephone	[təˈlɛ.fun]
480	aconseguir	to arrive, to get	[ə.kun.səˈɣi]
481	pensa	to think	[ˈpɛn.sə]
482	volen	to want	/ˈbɔlən/
483	pla	enough	[ˈpla]
484	molta	much, many	[ˈmol.tə]
485	papa	pope	[ˈpa.pə]
486	vostres	your, yours	/ˈbɔstɾəs/
487	banda	band, sash	[ˈban.də]
488	darrere	behind, at the back	[dəˈre.ɾə]
489	farem	to make, produce	/fəˈɾɛm/
490	anava	to go	[əˈna.βə]
491	donat	to give	[duˈnat]
492	déus	god	[ˈdews]
493	igual	equal, the same	[iˈɣwal]
494	teniu	to have, possess	[təˈniw]
495	resta	rest, remainder	[ˈres.tə]
496	estrany	alien	[əsˈtɾaɲ]
497	llum	light	[ˈʎum]
498	mesos	month	[ˈme.zus]
499	teves	your, yours	[ˈte.βəs]
500	oliver	olive tree	[u.liˈβe]
501	haig	alternative form of he	[ˈat͡ʃ]
502	perdona	to pardon, forgive, excuse	/pərˈðonə/
503	difícil	difficult	[diˈfi.sil]
504	agent	agent	[əˈʒen]
505	fàcil	easy	[ˈfa.sil]
506	pregunta	to ask	[pɾəˈɣun.tə]
507	açò	this, it	[əˈsɔ]
508	creu	to take as true	[ˈkɾɛw]
509	agafar	to take, hold	[ə.ɣəˈfa]
510	segons	according to	[səˈɣons]
511	treballar	to suffer, exert oneself	[tɾə.βəˈʎa]
512	lluny	far	[ˈʎuɲ]
513	gairebé	almost, nearly	[ˌɡaj.ɾəˈβe]
514	qual	which	[ˈkwal]
515	camp	field	[ˈkam]
516	sis	six	[ˈsis]
517	deia	to say, to pronounce	/ˈdɛjə/
518	acaba	to finish, complete	[əˈka.βə]
519	mama	mom	[ˈma.mə]
520	sola	alone	[ˈsɔ.lə]
521	pogut	to be able; can	[puˈɣut]
522	morts	dead	/ˈmɔrs/
523	sopar	to dine, have dinner	[suˈpa]
524	dormir	to sleep	[durˈmi]
525	quelcom	something	[kəlˈkɔm]
526	última	final, last	[ˈul.ti.mə]
527	feia	to make, produce	/ˈfɛjə/
528	vós	you	[ˈbos]
529	tret	except	[ˈtɾet]
530	allò	that, that over there, it	[əˈʎɔ]
531	esperar	to wait, wait for, await	[əs.pəˈɾa]
532	assassinat	to assassinate	[ə.sə.siˈnat]
533	pensat	to think	[pənˈsat]
534	feliç	happy	[fəˈlis]
535	ordre	order, organization, discipline	[ˈɔr.dɾə]
536	segura	safe	[səˈɣu.ɾə]
537	mena	ore	[ˈmɛ.nə]
538	esteu	to be; to currently be in a state or have a characteristic	/əsˈtɛw/
539	recordes	to remember, to recollect, to recall	/rəˈkɔrðəs/
540	conèixer	to know	[kuˈnɛ.ʃə]
541	algunes	some	[əlˈɣu.nəs]
542	podríem	to be able; can	/puˈðɾiəm/
543	arma	weapon	[ˈar.mə]
544	diré	to say, to pronounce	[diˈɾe]
545	petita	small, little	[pəˈti.tə]
546	passant	beyond, past	[pəˈsan]
547	faria	to make, produce	[fəˈɾi.ə]
548	portes	doorway, gateway	[ˈpɔr.təs]
549	dur	hard	[ˈdu]
550	cel	sky	[ˈsɛl]
551	diferent	different	[di.fəˈɾen]
552	son	his, her, its	/sun/
553	parell	matching; a group of two with the same characteristics	[pəˈɾɛʎ]
554	probablement	probably	[pɾuˌβab.bləˈmen]
555	nau	ship	[ˈnaw]
556	negre	black	[ˈnɛ.ɣɾə]
557	últim	final, last	[ˈul.tim]
558	canvi	change	[ˈkam.bi]
559	fi	finish; the end	[ˈfi]
560	seguir	to follow, to go after	[səˈɣi]
561	agafa	to take, hold	/əˈɣafə/
562	assassí	murderous	[ə.səˈsi]
563	salvar	to save, to rescue to survive, or rescue from harm	[səlˈβa]
564	quedar	to remain, to be left	[kəˈða]
565	altesa	highness	[əlˈtɛ.zə]
566	festa	celebration; party	[ˈfes.tə]
567	paraula	word	[pəˈɾaw.lə]
568	pau	peace	[ˈpaw]
569	aquells	that	/əˈkɛʎs/
570	dòlars	dollar	/ˈdɔlərs/
571	sigut	to be, to exist	[siˈɣut]
572	perill	danger	[pəˈɾiʎ]
573	escola	school	[əsˈkɔ.lə]
574	noies	girl, young woman	/ˈnɔjəs/
575	dient	to say, to pronounce	/diˈen/
576	portat	to carry	[purˈtat]
577	lliure	free, liberated	[ˈʎiw.ɾə]
578	segon	second	[səˈɣon]
579	equip	team	[əˈkip]
580	mig	middle; mid-	[ˈmit͡ʃ]
581	enrere	back, backwards; in the direction opposite to the one one…	[ənˈre.ɾə]
582	presó	prison	[pɾəˈzo]
583	recordo	to remember, to recollect, to recall	/rəˈkɔrðu/
584	president	president	[pɾə.ziˈðen]
585	dalt	above	[ˈdal]
586	joc	game	[ˈʒɔk]
587	general	general	[ʒə.nəˈɾal]
588	ací	here	[əˈsi]
589	lluitar	to wrestle	[ʎujˈta]
590	aniré	to go	[ə.niˈɾe]
591	descomptat	to deduct, to take away	/dəskumˈtat/
592	país	country, land	[pəˈis]
593	posa	to put, to place	[ˈpo.zə]
594	entens	to understand	/ənˈtens/
595	pares	father	[ˈpa.ɾəs]
596	pitjor	worst	[piˈd͡ʒo]
597	secret	secret	[səˈkɾet]
598	canviar	to change	[kəm.biˈa]
599	grans	big, large	[ˈɡɾans]
600	número	digit, numeral, number	[ˈnu.mə.ɾu]
601	estigui	to be; to currently be in a state or have a characteristic	[əsˈti.ɣi]
602	diguis	to say, to pronounce	[ˈdi.ɣis]
603	missatge	message	[miˈsa.d͡ʒə]
604	sents	to sense	/ˈsens/
605	boig	crazy, mad	[ˈbɔt͡ʃ]
606	faràs	to make, produce	/fəˈɾas/
607	simplement	simply, just	[ˌsim.pləˈmen]
608	buscant	to seek, to search for, to look for	/busˈkan/
609	estaves	to be; to currently be in a state or have a characteristic	[əsˈta.βəs]
610	exèrcit	army	[əɡˈzɛr.sit]
611	parlat	to speak	[pərˈlat]
612	surt	to go out, to leave	[ˈsurt]
613	coneixes	to know	/kuˈnɛʃəs/
614	estimada	dear	[əs.tiˈma.ðə]
615	sisplau	contraction of si us plau; please	[sisˈplaw]
616	informació	information	[iɱ.fur.mə.siˈo]
617	podeu	to be able; can	[puˈðɛw]
618	dret	right; opposite of left	[ˈdɾɛt]
619	cul	bottom, behind, butt	[ˈkul]
620	necessites	to need	/nəsəˈsitəs/
621	pensant	to think	[pənˈsan]
622	digues	to say, to pronounce	[ˈdi.ɣəs]
623	trucar	to hit	[tɾuˈka]
624	esperant	to wait, wait for, await	/əspəˈɾan/
625	seré	to be, to exist	[səˈɾe]
626	voleu	to want	/buˈlɛw/
627	paraules	word	/pəˈɾawləs/
628	matat	to kill	[məˈtat]
629	sabeu	to know, to have knowledge	/səˈβɛw/
630	pressa	hurry, haste	[ˈpɾe.sə]
631	troba	to find	[ˈtɾɔ.βə]
632	vaixell	vessel, boat, ship	[bəˈʃeʎ]
633	calla	to be silent, to be quiet	/ˈkaʎə/
634	gos	dog	[ˈɡos]
635	explicar	to explain	[əks.pliˈka]
636	vagi	to go	[ˈba.ʒi]
637	armes	weapon	[ˈar.məs]
638	senyoreta	girl; young lady	[sə.ɲuˈɾɛ.tə]
639	feu	to make, produce	[ˈfew]
640	sinó	but	[siˈno]
641	parles	speech	[ˈpar.ləs]
642	au	now	[ˈaw]
643	mirar	to look, to look at, to watch	[miˈɾa]
644	setmanes	week	/səmˈmanəs/
645	volem	to want	/buˈlɛm/
646	tracta	to treat, to handle	/ˈtɾaktə/
647	morta	dead	[ˈmɔr.tə]
648	siguis	to be, to exist	[ˈsi.ɣis]
